report_id,days_policy_to_claim,claim_amount,sum_insured,claim_count_1y,was_investigated,policy_count,label
R7907,317,13933.360592494331,200000,2,0,2,0
R7908,100,28873.089624597465,50000,2,0,3,0
R7909,135,20347.412335390243,50000,0,1,4,1
R7910,425,2028.5633237089532,500000,0,0,2,1
R7911,106,37470.591445535145,500000,2,0,3,0
R7912,154,14699.892412200341,100000,0,0,3,1
R7913,10,15972.427100935827,200000,1,0,1,1
R7914,0,22557.842523263655,100000,1,0,3,1
R7915,56,26250.767970040728,100000,0,0,4,1
R7916,228,39611.042912914665,200000,1,1,4,1
R7917,25,3399.318505943036,100000,0,0,2,1
R7918,24,28259.52208925946,500000,1,0,4,1
R7919,105,27430.09694050077,200000,1,0,1,0
R7920,208,18628.350891258833,200000,2,0,1,1
R7921,249,27872.736948162223,100000,0,1,4,1
R7922,39,29342.74017636547,200000,2,0,2,0
R7923,16,6180.372150129955,500000,0,0,1,1
R7924,564,37497.6650588083,500000,2,0,2,1
R7925,60,4412.3774686185825,50000,2,1,4,1
R7926,383,8646.83718761227,50000,1,0,3,0
R7927,398,17382.123263759036,50000,0,0,1,0
R7928,296,39249.40513187056,50000,1,0,3,0
R7929,36,16917.433702466136,100000,1,0,1,0
R7930,344,19680.661099491892,50000,2,0,4,1
R7931,293,34320.78603904563,50000,1,0,2,1
R7932,181,16996.818574345274,50000,2,0,2,0
R7933,82,8215.632870693244,50000,0,0,2,1
R7934,60,15827.651647616854,100000,0,1,4,1
R7935,25,33707.918338057774,50000,3,0,2,1
R7936,142,20708.649970551363,200000,1,0,1,0
R7937,176,39306.5825905626,500000,2,0,3,1
R7938,89,27379.349262621552,200000,1,0,4,1
R7939,129,13551.910636065168,100000,0,0,3,0
R7940,90,20510.763044650783,100000,1,0,1,1
R7941,204,11467.818818581205,100000,1,0,1,1
R7942,463,13315.6696935123,500000,1,1,3,1
R7943,35,64790.84251025757,50000,1,0,3,0
R7944,96,30186.24510033811,100000,2,0,1,1
R7945,30,28610.97989006673,50000,1,0,1,1
R7946,196,13768.19684691936,100000,0,0,1,1
R7947,261,35695.84066281079,500000,0,0,1,0
R7948,537,30994.15601792937,200000,2,0,1,1
R7949,65,38816.21289357771,200000,2,1,3,1
R7950,599,38331.141483984495,500000,4,0,3,1
R7951,13,5209.10711902478,50000,1,0,4,0
R7952,184,8901.605107300928,100000,1,0,2,1
R7953,11,9962.121845363636,200000,1,0,2,1
R7954,448,10560.59356667563,500000,2,0,3,1
R7955,150,23234.523642603905,50000,0,0,3,1
R7956,221,14331.965479041824,200000,0,0,2,1
R7957,356,40725.98540762518,500000,0,0,2,0
R7958,32,39046.79882081637,100000,1,0,2,0
R7959,7,19935.384059209602,500000,0,0,4,1
R7960,422,39553.2621614979,50000,1,1,1,1
R7961,75,34881.34627240202,200000,0,0,2,1
R7962,27,15492.934408227411,100000,2,0,1,1
R7963,126,1000.0,50000,1,0,4,1
R7964,182,17820.316150392708,500000,0,0,1,1
R7965,6,13553.778689215269,200000,1,0,2,1
R7966,64,22065.056251458303,200000,2,0,3,1
R7967,6,20892.28286874749,50000,0,0,4,1
R7968,109,20630.176588992286,100000,0,0,2,0
R7969,450,25236.847413791646,50000,0,0,2,1
R7970,810,7874.780529163214,200000,1,0,2,0
R7971,202,24113.60277569708,200000,0,0,2,1
R7972,35,15603.83846982994,200000,1,0,4,1
R7973,472,21999.82199863687,100000,0,1,2,1
R7974,145,29574.0984523219,200000,0,0,1,1
R7975,33,7756.002267789703,200000,1,0,2,1
R7976,509,17187.063473304304,50000,1,0,4,1
R7977,283,18814.65765971136,200000,1,0,3,1
R7978,263,14857.310284293591,500000,0,0,3,1
R7979,247,28998.29496132957,50000,1,0,1,0
R7980,44,12796.116411995285,200000,0,0,1,1
R7981,47,14445.996005576613,50000,1,0,2,0
R7982,233,12900.808670479355,50000,3,0,2,1
R7983,49,30920.55411438802,500000,0,0,1,1
R7984,115,15075.558875877832,50000,3,0,3,1
R7985,304,24600.453908835563,50000,1,0,4,1
R7986,306,39757.05101230074,100000,2,0,2,1
R7987,120,19251.815796494146,200000,1,0,4,1
R7988,314,31120.606800331574,100000,0,0,3,1
R7989,364,36713.54084093128,200000,0,0,1,0
R7990,212,30271.915600404136,50000,0,0,3,0
R7991,51,19831.986840222595,200000,0,0,4,1
R7992,64,26421.077589986133,50000,0,0,3,0
R7993,75,7126.214068646546,200000,1,0,3,1
R7994,24,12199.56841850048,50000,2,0,2,1
R7995,63,13953.248183680811,200000,0,0,1,1
R7996,47,42406.12120174282,200000,1,0,4,0
R7997,121,11874.15485744733,200000,2,0,4,0
R7998,478,11725.232487381703,50000,0,0,2,1
R7999,22,9560.790197510165,200000,0,0,3,1
R8000,254,25598.11761930761,50000,0,1,4,1
R8001,232,21426.21392668883,100000,0,0,2,0
R8002,20,30867.58977026565,200000,1,0,4,1
R8003,511,26712.596660773543,500000,2,0,2,1
R8004,168,6196.101532759327,500000,0,0,2,0
R8005,90,11927.222299896293,50000,0,0,1,1
R8006,282,33653.28748275821,500000,0,0,1,0
R8007,59,17967.01755423195,50000,2,0,3,1
R8008,236,31875.918180180128,50000,0,0,2,0
R8009,8,18503.19052084683,500000,0,1,4,1
R8010,365,10323.435717114786,500000,4,0,3,1
R8011,118,16967.39222333294,100000,0,0,2,1
R8012,202,10319.502044503039,50000,0,0,3,1
R8013,50,14344.472375975762,500000,0,0,4,1
R8014,226,22009.25706565246,100000,1,1,4,1
R8015,295,25116.050903690204,100000,3,0,1,1
R8016,128,4098.086767457018,50000,0,0,3,0
R8017,192,19826.319924909018,200000,0,0,1,1
R8018,121,14133.842644402475,500000,3,0,2,1
R8019,449,13515.851910411875,500000,0,0,2,0
R8020,137,21326.84619133077,500000,1,0,4,1
R8021,368,14495.48127310788,500000,0,0,2,0
R8022,323,33821.37994846674,500000,1,0,3,1
R8023,105,31880.618762510603,500000,2,0,4,1
R8024,52,31818.282939420395,100000,0,0,4,0
R8025,104,15050.898045096981,50000,1,1,3,1
R8026,349,10375.011650806777,100000,0,0,3,1
R8027,51,20820.299293881155,500000,0,0,1,0
R8028,148,18496.516337137327,50000,1,0,2,0
R8029,328,13911.76837576635,500000,3,0,4,1
R8030,87,8242.655533330386,50000,2,0,2,0
R8031,205,19584.820307319285,100000,0,0,1,1
R8032,56,15959.305497475267,50000,1,0,1,1
R8033,23,26883.470370380197,100000,0,0,4,0
R8034,316,26651.060515214795,500000,1,0,2,1
R8035,20,31007.99805422717,50000,2,0,2,1
R8036,63,7407.0444811996185,200000,2,0,4,1
R8037,386,24010.583076936327,200000,1,0,4,1
R8038,85,12725.342937663278,100000,2,0,1,1
R8039,722,7795.857891889153,100000,2,0,4,0
R8040,779,15713.977630512898,100000,0,0,1,0
R8041,62,30687.049801346177,100000,0,0,2,0
R8042,8,16276.816464295158,500000,0,0,2,0
R8043,244,35654.54659959112,200000,0,0,1,0
R8044,119,25488.785155203335,100000,0,0,2,1
R8045,21,16059.095210194231,50000,0,0,4,1
R8046,245,31600.484289064087,50000,0,0,1,1
R8047,6,24453.967721142857,500000,3,0,2,1
R8048,408,10674.406115532945,100000,5,0,3,1
R8049,29,38588.02635580515,50000,0,0,3,1
R8050,27,22594.788230864768,100000,1,0,2,1
R8051,38,20187.96191985492,50000,1,1,4,1
R8052,645,11444.673300943841,500000,2,0,1,0
R8053,236,31795.38267607738,50000,0,0,3,0
R8054,323,25172.754273613064,100000,0,0,4,0
R8055,101,26292.381802952408,100000,3,0,1,1
R8056,81,14924.686564742315,500000,0,0,3,1
R8057,53,28341.005719100685,200000,0,0,3,1
R8058,131,29118.135935708015,100000,0,0,3,1
R8059,160,13312.217612188775,200000,1,0,2,1
R8060,199,5830.09860319009,100000,1,1,2,1
R8061,59,25813.730593389242,500000,0,0,4,1
R8062,593,4266.530503942602,50000,1,0,1,1
R8063,37,21520.157778377794,200000,0,1,2,1
R8064,674,15527.54895212693,50000,1,0,1,0
R8065,2,32186.65210788921,500000,3,0,3,1
R8066,131,16071.561092327927,500000,2,0,2,1
R8067,81,31072.72972003804,500000,1,0,3,1
R8068,119,14857.905556369738,100000,1,0,1,0
R8069,169,29999.91005059611,100000,2,0,2,0
R8070,114,40603.41543836832,100000,1,0,2,1
R8071,107,9319.528616337595,100000,0,0,3,0
R8072,263,22920.35721730908,200000,0,0,4,0
R8073,231,47487.82415910065,500000,0,0,2,1
R8074,358,20665.888269029216,200000,1,0,1,0
R8075,57,20617.882702296483,100000,0,0,2,0
R8076,188,27884.9894735102,50000,1,0,3,1
R8077,175,20410.80864094754,200000,0,0,1,1
R8078,92,2927.7400542944742,50000,0,1,2,1
R8079,133,31322.873748389386,100000,1,0,3,1
R8080,75,1000.0,200000,0,0,3,1
R8081,30,15832.083488616583,200000,1,0,4,1
R8082,48,32074.25749156648,200000,1,0,3,0
R8083,22,16434.575713572143,50000,3,0,3,1
R8084,229,13063.035075355958,100000,2,0,4,1
R8085,216,28792.639051665607,500000,1,0,4,1
R8086,601,11488.852131656135,500000,1,0,4,0
R8087,261,7777.7428040804625,100000,2,0,4,1
R8088,10,22745.139874932833,200000,1,0,3,1
R8089,431,18170.76701587409,500000,0,0,1,0
R8090,397,7563.26885811158,200000,1,0,3,1
R8091,117,26369.5253999487,100000,1,0,3,0
R8092,176,24644.876055772336,50000,1,0,2,0
R8093,746,16402.44983394368,200000,2,0,1,0
R8094,151,17086.679938750534,50000,0,0,3,1
R8095,471,24703.927420091564,50000,3,0,2,0
R8096,17,31903.614197520663,100000,1,0,1,0
R8097,42,17172.067898906753,100000,1,0,1,1
R8098,116,26546.884930081444,50000,1,0,3,0
R8099,175,25652.00217084599,50000,1,0,1,1
R8100,338,28793.072927089765,500000,1,0,2,0
R8101,888,20393.091987434655,500000,0,0,1,1
R8102,98,10876.74485933642,100000,2,0,3,1
R8103,9,15375.008468000306,200000,1,0,4,1
R8104,323,23428.53465781648,50000,1,0,3,0
R8105,185,38184.64378381593,200000,2,0,4,0
R8106,44,15159.803768037214,50000,1,0,2,1
R8107,136,28047.87443527399,100000,0,0,1,1
R8108,271,16719.4354932324,200000,1,0,2,1
R8109,294,21104.68755886136,100000,1,0,1,0
R8110,138,35153.96749263592,50000,2,0,1,1
R8111,72,27642.925814204333,100000,0,1,1,1
R8112,727,7587.007272590432,200000,0,0,4,0
R8113,217,14275.249761884092,500000,0,0,1,0
R8114,104,32562.213444413588,100000,2,0,4,1
R8115,65,21418.780426284953,200000,1,0,3,1
R8116,262,8511.598803841365,100000,1,0,4,0
R8117,55,11810.475550262792,100000,3,1,3,1
R8118,37,27034.935227111717,500000,2,0,4,0
R8119,150,29944.1028121763,200000,0,0,2,0
R8120,68,20178.553014821744,200000,2,0,1,0
R8121,198,44753.13800936102,200000,1,0,2,0
R8122,25,28241.523634556386,50000,2,0,2,1
R8123,212,17565.189303670995,100000,0,0,4,0
R8124,66,11842.939519006559,500000,0,0,4,1
R8125,0,10251.156953609587,200000,0,0,3,1
R8126,27,23354.213204803695,500000,0,0,2,1
R8127,542,15112.229550865932,50000,2,0,2,0
R8128,404,36737.43753983425,50000,1,0,4,0
R8129,53,34663.11802917859,500000,0,0,2,0
R8130,301,26330.665474972273,200000,1,0,1,0
R8131,187,8210.038270431043,500000,0,0,1,1
R8132,707,13277.81127447595,200000,0,0,4,0
R8133,93,32556.775257411005,200000,2,0,2,0
R8134,228,14369.33800204898,50000,0,0,2,0
R8135,13,31221.417339195243,500000,1,0,1,1
R8136,100,24746.03923034761,50000,1,0,4,1
R8137,663,20517.178848131873,100000,3,0,1,1
R8138,154,12971.67187064559,50000,1,0,2,0
R8139,67,19057.561564752483,200000,1,0,4,0
R8140,25,21896.47954874898,500000,1,0,2,1
R8141,243,30325.388983011217,100000,0,0,4,1
R8142,207,11142.643993662454,100000,1,0,1,0
R8143,93,17371.831574738848,100000,0,0,1,1
R8144,602,20448.231319322847,100000,0,0,4,0
R8145,4,26626.783576861646,500000,1,0,4,1
R8146,72,10915.356624772232,200000,1,0,1,1
R8147,507,6834.30207112785,100000,0,0,1,0
R8148,77,26739.651517100498,200000,1,0,2,1
R8149,58,4820.508850532968,50000,2,0,4,0
R8150,152,32849.797147621684,200000,3,0,4,1
R8151,347,18440.739025170922,100000,1,0,4,1
R8152,21,4524.689177255537,50000,0,0,1,1
R8153,573,15195.797805965058,50000,3,1,1,1
R8154,317,23791.236330692373,50000,1,0,1,1
R8155,39,14672.989124450223,100000,2,0,3,1
R8156,248,20200.297488243476,200000,3,0,3,1
R8157,97,27400.783657052867,500000,1,0,1,1
R8158,102,17978.096646123806,200000,0,0,4,1
R8159,305,10629.423235338663,100000,1,0,4,1
R8160,658,17010.160026281592,100000,1,0,4,0
R8161,27,34148.4013645926,50000,0,0,2,1
R8162,109,36850.64345333184,200000,1,0,1,0
R8163,131,1000.0,100000,1,0,4,0
R8164,94,30910.27909191477,100000,2,0,4,0
R8165,90,22501.477160353563,500000,0,0,1,0
R8166,10,29239.8267912015,200000,1,0,1,0
R8167,231,14495.117397323706,50000,0,0,1,0
R8168,114,2317.364904985141,50000,0,0,3,0
R8169,43,25844.88788647462,50000,0,0,1,1
R8170,338,10590.22738717283,200000,0,0,1,0
R8171,324,6117.075685151476,100000,1,0,3,1
R8172,133,6815.986175265336,100000,1,0,1,1
R8173,70,26009.137824153346,500000,2,0,4,1
R8174,203,21394.524660291972,500000,0,0,4,0
R8175,67,27824.660218746736,100000,1,0,4,0
R8176,53,26690.75254496365,100000,3,0,4,1
R8177,262,15790.664354162342,200000,0,0,4,1
R8178,8,19295.264261225442,500000,0,0,2,0
R8179,19,14885.624712174606,50000,0,0,3,1
R8180,1,17896.72227134509,50000,1,0,1,1
R8181,33,10327.45262018934,50000,1,0,4,1
R8182,14,23904.84293874335,50000,0,0,4,1
R8183,1094,30751.207489817563,100000,0,0,4,1
R8184,68,11833.869701790134,100000,0,0,2,0
R8185,32,32812.69645401342,200000,0,0,1,0
R8186,55,21135.214964779418,50000,0,0,1,0
R8187,550,22410.789764058132,100000,0,0,4,0
R8188,146,3005.7048039248184,100000,1,0,2,0
R8189,90,1927.3769043426582,100000,0,0,2,1
R8190,413,21441.16362779682,50000,1,0,4,1
R8191,100,27897.321246320076,100000,2,0,4,1
R8192,81,13286.195563550475,500000,1,1,2,1
R8193,46,36700.93900583089,50000,0,0,1,0
R8194,94,27349.359742543154,50000,3,0,2,1
R8195,76,10916.587482920148,500000,0,0,2,0
R8196,226,20308.486670535072,200000,0,0,1,0
R8197,68,44769.29133723412,200000,0,0,1,0
R8198,172,7574.359972002943,50000,0,0,1,0
R8199,13,25282.699389151054,50000,0,0,1,1
R8200,42,16772.554472766577,50000,1,0,3,0
R8201,104,27068.96290918512,500000,0,0,1,0
R8202,552,32672.736463183817,100000,0,0,2,1
R8203,94,16137.629112886327,500000,0,0,2,1
R8204,218,31189.12271707174,100000,0,0,1,1
R8205,58,42212.03394271961,100000,0,0,2,1
R8206,27,20662.747373442347,200000,0,0,2,1
R8207,12,27848.886874941854,500000,2,0,3,1
R8208,72,14095.59229796725,500000,1,0,3,1
R8209,34,20192.593090312123,50000,0,0,4,0
R8210,38,18233.249072917573,500000,0,1,4,1
R8211,286,27969.359256585958,100000,0,0,1,1
R8212,3,32046.75935756925,100000,2,0,3,1
R8213,163,18903.451508825405,500000,1,0,4,0
R8214,95,35336.228457329235,200000,0,1,2,1
R8215,141,35300.47441561629,200000,1,0,4,1
R8216,165,28468.537431799006,50000,0,0,1,0
R8217,75,14839.734682782717,50000,3,0,4,1
R8218,69,13881.711832600973,100000,0,0,1,1
R8219,264,11876.186453099614,500000,0,0,4,0
R8220,410,29491.66070238161,100000,3,0,4,1
R8221,42,7882.3179251063575,100000,1,0,2,1
R8222,20,26768.376541110072,500000,2,0,2,1
R8223,456,9188.90652175887,100000,0,0,2,1
R8224,86,28235.461198419733,100000,1,0,2,0
R8225,160,20172.195827305604,200000,2,0,3,1
R8226,89,33336.38561859827,50000,2,1,4,0
R8227,26,31414.54578321271,200000,3,0,2,1
R8228,177,34350.654120021114,50000,1,0,1,0
R8229,148,34608.187182891124,50000,1,0,3,1
R8230,45,21436.308339881976,50000,0,0,1,0
R8231,120,8412.069335753953,200000,1,0,2,0
R8232,318,9474.769450026215,500000,1,0,4,1
R8233,178,1000.0,100000,4,1,4,1
R8234,20,9163.341665719065,500000,1,0,4,1
R8235,158,20688.23657704649,500000,1,0,2,1
R8236,242,14403.458191748377,50000,1,0,1,0
R8237,314,18198.643955901487,50000,2,0,4,0
R8238,198,24927.15419461401,200000,1,0,1,0
R8239,33,16959.34741934242,200000,0,0,2,1
R8240,247,8781.711995874157,100000,1,0,4,0
R8241,226,19467.66332436568,500000,1,0,3,0
R8242,4,11015.09513227155,500000,2,0,2,1
R8243,106,17292.13503020937,100000,0,1,3,1
R8244,80,33427.76964423004,50000,5,0,2,1
R8245,221,17294.946959038254,200000,2,1,3,1
R8246,48,37709.57553347745,100000,0,0,2,1
R8247,178,34316.359869379696,500000,1,0,1,1
R8248,488,14206.94691420957,100000,0,0,1,0
R8249,319,8888.762335842244,100000,2,0,4,0
R8250,508,19474.458380798067,500000,2,0,4,1
R8251,767,31533.27763396889,500000,0,0,4,0
R8252,2,15098.090937713117,200000,0,1,2,1
R8253,194,29080.90298262139,200000,0,0,4,1
R8254,106,32084.39989136088,500000,3,0,2,1
R8255,393,12259.743496373942,200000,1,0,3,1
R8256,58,13239.489117114128,200000,1,0,3,0
R8257,792,27126.620321270068,200000,2,0,2,1
R8258,190,21518.475496415707,500000,2,0,3,1
R8259,315,13139.384734563213,50000,1,0,1,1
R8260,17,16478.19551880413,50000,1,0,1,1
R8261,40,19294.80447272581,200000,0,1,2,1
R8262,284,4351.455750445395,50000,1,0,1,1
R8263,4,27656.431064826953,200000,0,0,3,1
R8264,339,15213.078110608089,50000,2,0,4,0
R8265,2,1000.0,50000,2,0,4,1
R8266,214,19761.290316905473,100000,1,0,2,1
R8267,90,12584.287411064925,200000,2,0,1,1
R8268,189,36888.221923026766,50000,1,0,4,1
R8269,238,14145.549790800318,50000,0,0,4,1
R8270,83,9023.566364213892,100000,1,0,4,1
R8271,22,25079.32669962016,50000,0,0,2,1
R8272,14,13395.526319924167,100000,0,0,1,1
R8273,177,12205.437987477679,50000,1,0,1,0
R8274,147,25095.01382824406,100000,0,0,4,1
R8275,271,9595.326921104339,100000,1,0,1,0
R8276,142,5427.26341800547,500000,0,0,1,1
R8277,109,37259.980020943374,200000,0,0,4,0
R8278,101,25794.987376006447,500000,3,0,2,1
R8279,5,17357.907150056348,200000,1,0,4,0
R8280,81,19965.22790298064,50000,1,0,1,0
R8281,746,25058.64358116156,200000,1,0,1,1
R8282,413,29733.37449613421,500000,1,0,1,1
R8283,79,12440.247086849882,200000,1,0,2,0
R8284,177,23661.465259656823,500000,0,1,1,1
R8285,375,14932.958237897616,200000,3,1,1,1
R8286,116,18110.18755487376,50000,0,0,1,1
R8287,3,21606.928674649047,50000,1,0,2,1
R8288,15,19933.21426947328,200000,2,0,4,0
R8289,142,27355.668983025716,200000,1,0,1,1
R8290,697,24870.86559115594,50000,1,0,1,1
R8291,236,4918.3079062782235,200000,1,0,2,0
R8292,14,6421.7679293455785,100000,0,0,3,1
R8293,41,16302.83315240707,50000,3,1,2,1
R8294,295,38286.25262441825,50000,1,0,3,1
R8295,368,11484.081674983978,500000,0,0,3,0
R8296,192,17917.772903872472,500000,3,0,3,1
R8297,206,14636.53973043478,100000,1,0,3,1
R8298,5,14459.5561591192,200000,1,0,3,1
R8299,352,21782.397439050557,100000,0,0,2,1
R8300,310,34007.77276195651,200000,1,0,1,1
R8301,59,24559.683998805893,500000,2,0,2,1
R8302,246,11964.690385729078,200000,1,0,4,0
R8303,48,47532.29510803207,500000,0,1,2,1
R8304,8,20785.73220961126,50000,0,1,1,1
R8305,44,14227.790436178868,50000,0,0,1,0
R8306,39,34120.963746775895,200000,1,0,4,0
R8307,82,15309.293820561816,500000,2,0,4,1
R8308,108,36629.13654987443,100000,2,0,2,0
R8309,142,11293.572090333333,500000,2,0,2,1
R8310,129,34300.30388921369,500000,2,0,4,1
R8311,63,22010.476642816946,500000,2,0,4,0
R8312,5,32910.52232702434,50000,0,0,2,1
R8313,185,39017.65708701544,500000,1,0,4,1
R8314,100,8673.927094787461,200000,3,0,4,1
R8315,70,32757.718207583224,50000,0,0,2,0
R8316,403,5910.960955745952,50000,1,0,1,0
R8317,274,9528.156447517717,50000,0,0,4,1
R8318,390,11965.90540207563,500000,1,0,3,0
R8319,136,25036.36636177861,100000,1,0,4,0
R8320,28,20330.158769348596,500000,0,0,2,1
R8321,238,18328.63915837164,500000,2,0,3,1
R8322,46,21462.35279022361,100000,2,0,3,1
R8323,116,25912.895892934728,500000,0,0,4,1
R8324,13,26682.48123941353,200000,2,0,2,1
R8325,348,30941.668356151313,100000,1,0,2,0
R8326,26,38200.3481276744,200000,1,0,4,1
R8327,466,19786.37627558523,200000,1,0,1,0
R8328,399,14789.110378690837,50000,0,0,3,1
R8329,124,26135.361291851885,50000,0,0,2,0
R8330,272,8557.451837353798,100000,0,0,2,0
R8331,193,13212.958678883886,500000,1,0,4,1
R8332,324,29993.8094639279,200000,2,0,4,0
R8333,113,18758.71625182296,500000,2,0,1,0
R8334,308,7918.07541641961,200000,1,0,4,1
R8335,124,5101.969346348258,50000,1,0,2,1
R8336,565,20487.16679393807,50000,0,0,3,0
R8337,133,31418.965369680096,50000,0,1,2,1
R8338,124,31285.457775311865,100000,1,0,2,0
R8339,307,21108.805028928375,200000,4,0,4,1
R8340,344,40089.09419096128,500000,2,0,1,0
R8341,161,18951.796340595374,200000,0,0,3,1
R8342,39,18614.323766025893,500000,0,0,4,0
R8343,126,1000.0,500000,1,1,3,1
R8344,688,15526.370508387843,500000,1,0,4,1
R8345,279,28520.150349084943,200000,0,0,3,1
R8346,333,35639.61336859704,50000,1,0,2,1
R8347,6,11697.653663327155,100000,0,1,2,1
R8348,126,24622.523292930484,100000,0,0,4,0
R8349,208,30468.790323232875,50000,2,0,4,0
R8350,354,20112.08153195899,100000,0,0,2,0
R8351,10,1000.0,500000,2,0,4,1
R8352,382,22472.899995742522,100000,2,0,3,1
R8353,158,27614.30624060893,200000,0,0,3,0
R8354,43,10525.771049815412,50000,0,0,4,1
R8355,76,17458.45469125613,50000,1,0,3,0
R8356,66,8445.039578712358,50000,2,0,3,0
R8357,151,1000.0,50000,0,0,2,0
R8358,10,30270.044117876565,200000,2,0,1,1
R8359,34,19962.514661981484,500000,3,0,3,0
R8360,335,35976.74996704983,500000,0,0,4,0
R8361,28,28573.221919061772,500000,2,0,1,1
R8362,53,16457.90238334551,100000,2,0,3,1
R8363,120,19168.193398955915,500000,1,1,1,1
R8364,145,25661.773907701725,100000,1,0,1,1
R8365,288,29668.834167557434,200000,1,0,1,0
R8366,118,23226.706307420114,100000,0,0,2,1
R8367,312,31055.931452894845,500000,0,0,1,0
R8368,192,17033.312633255286,50000,1,0,2,1
R8369,24,10028.564532143137,200000,1,0,4,1
R8370,33,19351.907464388696,500000,1,0,4,0
R8371,114,22051.848907361837,500000,0,1,1,1
R8372,101,7984.646052607131,500000,0,1,2,1
R8373,272,6632.77915853378,200000,0,0,3,0
R8374,173,24473.862964734275,50000,2,0,4,1
R8375,98,15936.431486295764,50000,1,0,3,1
R8376,37,18341.59094337998,50000,0,0,1,0
R8377,51,16403.073342991764,500000,1,0,2,0
R8378,171,35206.00901763212,100000,2,0,3,0
R8379,110,32617.61160395,500000,2,0,2,0
R8380,144,7626.463099608318,50000,0,0,4,1
R8381,37,14672.067869195529,200000,0,0,4,0
R8382,217,28500.04267969593,100000,2,0,2,0
R8383,382,26019.36237103242,100000,2,0,4,0
R8384,59,19585.420376702143,500000,1,0,4,0
R8385,135,8623.997950357647,200000,0,0,4,0
R8386,742,13174.599538464543,100000,3,0,3,1
R8387,81,14832.324324537103,50000,2,0,4,0
R8388,180,22769.943311191008,500000,1,0,2,1
R8389,18,37037.27154697238,500000,2,0,4,1
R8390,186,13131.19765211872,50000,0,0,2,1
R8391,18,9739.647524447599,50000,0,0,2,1
R8392,639,18914.135231720567,50000,1,0,3,0
R8393,251,30317.38980514059,100000,0,0,2,0
R8394,310,5531.170332392967,200000,0,1,3,1
R8395,243,34536.34150874948,100000,0,0,2,0
R8396,178,18279.686378843304,200000,0,0,2,1
R8397,119,12656.799976866263,500000,0,0,3,0
R8398,390,3998.1071323784054,200000,1,0,3,0
R8399,628,27065.207734206273,50000,2,1,2,1
R8400,138,18288.28804758465,100000,0,0,2,1
R8401,536,21707.054827545067,50000,2,0,1,1
R8402,175,10991.882589886362,500000,1,0,2,0
R8403,154,16809.039657489764,100000,1,0,3,1
R8404,121,15134.18753645262,100000,0,0,2,1
R8405,46,18994.068946217925,50000,2,0,1,0
R8406,0,13304.476736241895,100000,0,0,2,0
R8407,55,4658.190393127787,50000,2,0,4,1
R8408,142,47284.99745296607,200000,3,0,1,1
R8409,95,6365.957526624859,500000,1,0,3,0
R8410,119,21814.59006942539,50000,1,0,4,1
R8411,788,2279.721715759577,500000,1,1,3,1
R8412,86,1000.0,100000,0,0,2,1
R8413,120,20978.264918522676,500000,3,0,1,1
R8414,28,21743.675877683032,500000,1,0,3,1
R8415,9,32614.98990802384,500000,1,0,2,1
R8416,298,23995.46841015706,100000,0,0,3,1
R8417,169,18501.89281254209,200000,2,0,4,0
R8418,286,10503.997559349958,200000,0,0,2,0
R8419,32,34990.12068233549,200000,1,0,1,1
R8420,169,29288.51246050224,50000,0,0,2,0
R8421,58,7536.705222515753,50000,1,0,3,1
R8422,51,20379.637282106352,100000,1,0,2,1
R8423,2,21440.522315264967,200000,0,0,3,1
R8424,27,16543.46343394331,500000,3,0,1,1
R8425,74,27718.50485806795,200000,1,0,3,0
R8426,24,28317.33138348177,50000,0,0,4,1
R8427,851,18095.14302194894,100000,0,0,3,1
R8428,73,17191.307542023416,200000,0,0,1,0
R8429,27,34989.584626675314,50000,1,0,4,1
R8430,44,29328.38892362237,50000,2,0,1,1
R8431,177,20723.603899083846,500000,1,0,2,0
R8432,13,3707.909609199465,200000,4,1,1,1
R8433,396,23440.00106305036,500000,0,0,4,0
R8434,651,26980.834649176682,200000,1,0,3,0
R8435,56,1000.0,100000,2,0,2,0
R8436,119,22518.694483180254,200000,0,0,1,0
R8437,4,15833.080132042647,500000,0,0,3,1
R8438,204,17791.457198704484,500000,1,0,1,1
R8439,106,10926.190472366794,50000,2,0,3,1
R8440,62,18518.10709596358,200000,1,0,1,0
R8441,46,33919.91576181331,200000,2,1,2,1
R8442,212,15536.015011844844,100000,1,0,2,0
R8443,107,29655.735587931835,50000,1,0,2,1
R8444,39,11936.687811203898,500000,2,0,3,0
R8445,233,27587.56192656039,200000,1,0,2,0
R8446,166,20016.558556219512,50000,1,0,2,1
R8447,391,23520.248287892806,100000,2,0,2,1
R8448,24,20071.532560974876,50000,0,0,3,1
R8449,308,26416.252324412086,200000,1,0,2,1
R8450,223,1000.0,200000,2,1,4,0
R8451,24,5801.746865424304,100000,2,0,2,1
R8452,237,24170.804980086446,100000,0,0,1,1
R8453,116,1000.0,100000,1,0,3,1
R8454,580,14694.196443527908,500000,3,0,2,1
R8455,30,19456.591589633503,50000,2,0,2,1
R8456,205,11718.598623871032,50000,0,1,2,0
R8457,96,13084.385973062264,50000,2,1,1,1
R8458,628,22715.822001535922,500000,2,0,1,1
R8459,80,30092.949557798092,50000,1,0,1,0
R8460,655,10415.506187451923,100000,0,0,2,1
R8461,463,14249.418038126298,50000,3,0,3,1
R8462,63,12687.390266729552,500000,1,0,3,1
R8463,325,1000.0,500000,0,0,1,0
R8464,1085,21417.117903175087,50000,0,0,2,1
R8465,58,29347.177458284925,500000,1,0,3,0
